,park_name,scientific_name,common_names,category,observations,genus,conservation_status
22521,Yosemite National Park,Solidago canadensis var. salebrosa,Canadian Goldenrod,Vascular Plant,113,Solidago,
22522,Yosemite National Park,Solidago canadensis var. scabra,Canada Goldenrod,Vascular Plant,141,Solidago,
22523,Yosemite National Park,Solidago curtisii,Mountain Decumbent Goldenrod,Vascular Plant,136,Solidago,
22524,Yosemite National Park,Solidago erecta,Slender Golden-Rod,Vascular Plant,155,Solidago,
22525,Yosemite National Park,Solidago flaccidifolia,Appalachian Golden-Rod,Vascular Plant,148,Solidago,
22526,Yosemite National Park,Solidago flexicaulis,A Goldenrod,Vascular Plant,135,Solidago,
22527,Yosemite National Park,Solidago gigantea,A Goldenrod,Vascular Plant,270,Solidago,
22528,Yosemite National Park,Solidago gigantea,Giant Goldenrod,Vascular Plant,270,Solidago,
22529,Yosemite National Park,Solidago glomerata,A Goldenrod,Vascular Plant,167,Solidago,
22530,Yosemite National Park,Solidago hispida,Hairy Goldenrod,Vascular Plant,162,Solidago,
22531,Yosemite National Park,Solidago juncea,Early Goldenrod,Vascular Plant,128,Solidago,
22532,Yosemite National Park,Solidago missouriensis var. missouriensis,Missouri Goldenrod,Vascular Plant,122,Solidago,
22533,Yosemite National Park,Solidago multiradiata,Arctic Goldenrod,Vascular Plant,131,Solidago,
22534,Yosemite National Park,Solidago multiradiata var. scopulorum,Manyray Goldenrod,Vascular Plant,147,Solidago,
22535,Yosemite National Park,Solidago nana,Baby Goldenrod,Vascular Plant,136,Solidago,
22536,Yosemite National Park,Solidago nemoralis var. nemoralis,Gray Goldenrod,Vascular Plant,169,Solidago,
22537,Yosemite National Park,Solidago odora,Fragrant Goldenrod,Vascular Plant,167,Solidago,
22538,Yosemite National Park,Solidago patula,Rough-Leaved Goldenrod,Vascular Plant,139,Solidago,
22539,Yosemite National Park,Solidago puberula,Downy Goldenrod,Vascular Plant,168,Solidago,
22540,Yosemite National Park,Solidago roanensis,Roan's Goldenrod,Vascular Plant,197,Solidago,
22541,Yosemite National Park,Solidago rugosa ssp. aspera,Rough-Stemmed Goldenrod,Vascular Plant,149,Solidago,
22542,Yosemite National Park,Solidago speciosa var. erecta,Erect Goldenrod,Vascular Plant,146,Solidago,
22543,Yosemite National Park,Solidago speciosa var. rigidiuscula,Showy Goldenrod,Vascular Plant,119,Solidago,
22544,Yosemite National Park,Solidago speciosa var. speciosa,Showy Goldenrod,Vascular Plant,119,Solidago,
22545,Yosemite National Park,Solidago sphacelata,Autumn Goldenrod,Vascular Plant,133,Solidago,
22546,Yosemite National Park,Solidago uliginosa,Bog Goldenrod,Vascular Plant,168,Solidago,
22547,Yosemite National Park,Soliva sessilis,Field Burrweed,Vascular Plant,284,Soliva,
22548,Yosemite National Park,Soliva sessilis,Field Soliva,Vascular Plant,284,Soliva,
22549,Yosemite National Park,Sonchus arvensis,Creeping Sowthistle,Vascular Plant,158,Sonchus,
22550,Yosemite National Park,Sonchus arvensis ssp. uliginosus,Moist Sowthistle,Vascular Plant,123,Sonchus,
22551,Yosemite National Park,Sonchus asper,Perennial Sowthistle,Vascular Plant,310,Sonchus,
22552,Yosemite National Park,Sonchus asper,Spiney-Leaved Sonchus,Vascular Plant,310,Sonchus,
22553,Yosemite National Park,Sonchus asper ssp. asper,Spiny Sowthistle,Vascular Plant,117,Sonchus,
22554,Yosemite National Park,Sonchus oleraceus,Annual Sowthistle,Vascular Plant,174,Sonchus,
22555,Yosemite National Park,Sorbus americana,American Mountain-Ash,Vascular Plant,151,Sorbus,
22556,Yosemite National Park,Sorbus aucuparia,European Mountain-Ash,Vascular Plant,170,Sorbus,
22557,Yosemite National Park,Sorbus californica,California Mountain-Ash,Vascular Plant,167,Sorbus,
22558,Yosemite National Park,Sorbus scopulina var. scopulina,Cascade Mountain-Ash,Vascular Plant,156,Sorbus,
22559,Yosemite National Park,Sorbus sitchensis var. grayi,Western Mountain-Ash,Vascular Plant,153,Sorbus,
22560,Yosemite National Park,Sorex cinereus,Cinereus Shrew,Mammal,243,Sorex,
22561,Yosemite National Park,Sorex cinereus,Common Shrew,Mammal,243,Sorex,
22562,Yosemite National Park,Sorex dispar,Long-Tailed Or Rock Shrew,Mammal,157,Sorex,
22563,Yosemite National Park,Sorex fumeus,Smoky Shrew,Mammal,133,Sorex,
22564,Yosemite National Park,Sorex hoyi,American Pygmy Shrew,Mammal,318,Sorex,
22565,Yosemite National Park,Sorex hoyi,Pygmy Shrew,Mammal,318,Sorex,
22566,Yosemite National Park,Sorex longirostris,Southeastern Shrew,Mammal,151,Sorex,
22567,Yosemite National Park,Sorex lyelli,Mount Lyell Shrew,Mammal,115,Sorex,
22568,Yosemite National Park,Sorex monticolus,Dusky Shrew,Mammal,302,Sorex,
22569,Yosemite National Park,Sorex monticolus,Montane Shrew,Mammal,302,Sorex,
22570,Yosemite National Park,Sorex nanus,Dwarf Shrew,Mammal,166,Sorex,
22571,Yosemite National Park,Sorex palustris,American Water Shrew,Mammal,307,Sorex,
22572,Yosemite National Park,Sorex palustris,Water Shrew,Mammal,307,Sorex,
22573,Yosemite National Park,Sorex preblei,Malheur Shrew,Mammal,140,Sorex,
22574,Yosemite National Park,Sorex tenellus,Inyo Shrew,Mammal,135,Sorex,
22575,Yosemite National Park,Sorex trowbridgii,Trowbridge's Shrew,Mammal,140,Sorex,
22576,Yosemite National Park,Sorghastrum elliottii,Long-Bristled Indian-Grass,Vascular Plant,177,Sorghastrum,
22577,Yosemite National Park,Sorghastrum nutans,Indian Grass,Vascular Plant,154,Sorghastrum,
22578,Yosemite National Park,Sorghum bicolor,Black Amber,Vascular Plant,193,Sorghum,
22579,Yosemite National Park,Sorghum halepense,Johnson Grass,Vascular Plant,158,Sorghum,
22580,Yosemite National Park,Sparganium,Burreed,Vascular Plant,163,Sparganium,
22581,Yosemite National Park,Sparganium americanum,American Bur-Reed,Vascular Plant,192,Sparganium,
22582,Yosemite National Park,Sparganium androcladum,Branching Bur-Reed,Vascular Plant,121,Sparganium,
22583,Yosemite National Park,Sparganium angustifolium,Narrowleaf Burr Reed,Vascular Plant,132,Sparganium,
22584,Yosemite National Park,Sparganium emersum,European Bur-Reed,Vascular Plant,164,Sparganium,
22585,Yosemite National Park,Sparganium emersum ssp. emersum,Emersed Bur-Reed,Vascular Plant,141,Sparganium,
22586,Yosemite National Park,Sparganium natans,Small Bur-Reed,Vascular Plant,111,Sparganium,
22587,Yosemite National Park,Spartina gracilis,Alkali Cordgrass,Vascular Plant,144,Spartina,
22588,Yosemite National Park,Spea bombifrons,Plains Spadefoot,Amphibian,147,Spea,
22589,Yosemite National Park,Spea intermontana,Great Basin Spadefoot,Amphibian,144,Spea,
22590,Yosemite National Park,Spergula arvensis,Corn Spurry,Vascular Plant,133,Spergula,
22591,Yosemite National Park,Spergularia rubra,Purple Sandspurry,Vascular Plant,136,Spergularia,
22592,Yosemite National Park,Spermophilus armatus,Uinta Ground Squirrel,Mammal,123,Spermophilus,
22593,Yosemite National Park,Spermophilus lateralis,Golden-Mantled Ground Squirrel,Mammal,121,Spermophilus,
22594,Yosemite National Park,Sphaeralcea coccinea,Copper Mallow,Vascular Plant,142,Sphaeralcea,
22595,Yosemite National Park,Sphaeromeria cana,Gray Chickensage,Vascular Plant,169,Sphaeromeria,
22596,Yosemite National Park,Sphagnum affine,Sphagnum,Nonvascular Plant,164,Sphagnum,
22597,Yosemite National Park,Sphagnum capillifolium,Sphagnum,Nonvascular Plant,170,Sphagnum,
22598,Yosemite National Park,Sphagnum compactum,Low Sphagnum,Nonvascular Plant,113,Sphagnum,
22599,Yosemite National Park,Sphagnum cuspidatum,Toothed Sphagnum,Nonvascular Plant,158,Sphagnum,
22600,Yosemite National Park,Sphagnum girgensohnii,Girgensohn's Sphagnum,Nonvascular Plant,116,Sphagnum,
22601,Yosemite National Park,Sphagnum magellanicum,Magellan's Sphagnum,Nonvascular Plant,147,Sphagnum,
22602,Yosemite National Park,Sphagnum molle,Sphagnum,Nonvascular Plant,180,Sphagnum,
22603,Yosemite National Park,Sphagnum palustre,Prairie Sphagnum,Nonvascular Plant,138,Sphagnum,
22604,Yosemite National Park,Sphagnum pylaesii,Pylaes' Sphagnum,Nonvascular Plant,171,Sphagnum,
22605,Yosemite National Park,Sphagnum quinquefarium,Sphagnum,Nonvascular Plant,121,Sphagnum,
22606,Yosemite National Park,Sphagnum squarrosum,Sphagnum,Nonvascular Plant,184,Sphagnum,
22607,Yosemite National Park,Sphagnum subsecundum,Sphagnum,Nonvascular Plant,141,Sphagnum,
22608,Yosemite National Park,Sphenopholis intermedia,Sphenopholis,Vascular Plant,166,Sphenopholis,
22609,Yosemite National Park,Sphenopholis nitida,Shining Sphenopholis,Vascular Plant,122,Sphenopholis,
22610,Yosemite National Park,Sphenopholis obtusata,Blunt Sphenopholis,Vascular Plant,149,Sphenopholis,
22611,Yosemite National Park,Sphenopholis pensylvanica,Swamp Wedgescale,Vascular Plant,140,Sphenopholis,
22612,Yosemite National Park,Sphenosciadium capitellatum,Button Parsley,Vascular Plant,147,Sphenosciadium,
22613,Yosemite National Park,Sphyrapicus nuchalis,Red-Naped Sapsucker,Bird,108,Sphyrapicus,
22614,Yosemite National Park,Sphyrapicus ruber,Red-Breasted Sapsucker,Bird,165,Sphyrapicus,
22615,Yosemite National Park,Sphyrapicus thyroideus,Williamson's Sapsucker,Bird,140,Sphyrapicus,
22616,Yosemite National Park,Sphyrapicus varius,Yellow-Bellied Sapsucker,Bird,159,Sphyrapicus,
22617,Yosemite National Park,Spigelia marilandica,Indian Pink,Vascular Plant,149,Spigelia,
22618,Yosemite National Park,Spilogale gracilis,Western Spotted Skunk,Mammal,113,Spilogale,
22619,Yosemite National Park,Spilogale putorius,Eastern Spotted Skunk,Mammal,274,Spilogale,
22620,Yosemite National Park,Spilogale putorius,Spotted Skunk,Mammal,274,Spilogale,
22621,Yosemite National Park,Spinus lawrencei,Lawrence's Goldfinch,Bird,170,Spinus,
22622,Yosemite National Park,Spinus pinus,Pine Siskin,Bird,166,Spinus,
22623,Yosemite National Park,Spinus psaltria,Lesser Goldfinch,Bird,165,Spinus,
22624,Yosemite National Park,Spinus tristis,American Goldfinch,Bird,153,Spinus,
22625,Yosemite National Park,Spiraea betulifolia var. lucida,Shinyleaf Spirea,Vascular Plant,128,Spiraea,
22626,Yosemite National Park,Spiraea japonica,Japanese Spiraea,Vascular Plant,142,Spiraea,
22627,Yosemite National Park,Spiraea prunifolia,Bridal-Wreath,Vascular Plant,173,Spiraea,
22628,Yosemite National Park,Spiraea splendens,Rose Meadowsweet,Vascular Plant,170,Spiraea,
22629,Yosemite National Park,Spiraea tomentosa,Steeplebush,Vascular Plant,137,Spiraea,
22630,Yosemite National Park,Spiraea vanhouttei,Van-Houtte's Spiraea,Vascular Plant,130,Spiraea,
22631,Yosemite National Park,Spiraea virginiana,Virginia Spiraea,Vascular Plant,62,Spiraea,
22632,Yosemite National Park,Spiranthes cernua,Nodding Ladies'-Tresses,Vascular Plant,135,Spiranthes,
22633,Yosemite National Park,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Vascular Plant,147,Spiranthes,
22634,Yosemite National Park,Spiranthes ochroleuca,Yellow Nodding Ladies'-Tresses,Vascular Plant,146,Spiranthes,
22635,Yosemite National Park,Spiranthes ovalis,Lesser Ladies'-Tresses,Vascular Plant,158,Spiranthes,
22636,Yosemite National Park,Spiranthes porrifolia,Creamy Ladies'-Tresses,Vascular Plant,173,Spiranthes,
22637,Yosemite National Park,Spiranthes romanzoffiana,Hooded Ladiestresses,Vascular Plant,145,Spiranthes,
22638,Yosemite National Park,Spiranthes tuberosa,Little Ladies'-Tresses,Vascular Plant,152,Spiranthes,
22639,Yosemite National Park,Spiranthes vernalis,Early Lady's Tresses,Vascular Plant,156,Spiranthes,
22640,Yosemite National Park,Spiza americana,Dickcissel,Bird,150,Spiza,
22641,Yosemite National Park,Spizella arborea,American Tree Sparrow,Bird,151,Spizella,
22642,Yosemite National Park,Spizella atrogularis,Black-Chinned Sparrow,Bird,179,Spizella,
22643,Yosemite National Park,Spizella breweri,Brewer's Sparrow,Bird,126,Spizella,
22644,Yosemite National Park,Spizella pallida,Clay-Colored Sparrow,Bird,145,Spizella,
22645,Yosemite National Park,Spizella passerina,Chipping Sparrow,Bird,140,Spizella,
22646,Yosemite National Park,Spizella pusilla,Field Sparrow,Bird,148,Spizella,
22647,Yosemite National Park,Sporobolus airoides,Alkali Sacaton,Vascular Plant,113,Sporobolus,
22648,Yosemite National Park,Sporobolus clandestinus,Rough Dropseed,Vascular Plant,170,Sporobolus,
22649,Yosemite National Park,Sporobolus compositus var. compositus,Dropseed,Vascular Plant,165,Sporobolus,
22650,Yosemite National Park,Sporobolus cryptandrus,Sand Dropseed,Vascular Plant,136,Sporobolus,
22651,Yosemite National Park,Sporobolus indicus,Smutgrass,Vascular Plant,128,Sporobolus,
22652,Yosemite National Park,Sporobolus indicus var. indicus,Smut Grass,Vascular Plant,143,Sporobolus,
22653,Yosemite National Park,Sporobolus vaginiflorus var. ozarkanus,Ozark Dropseed,Vascular Plant,177,Sporobolus,
22654,Yosemite National Park,Stachys albens,White Hedgenettle,Vascular Plant,129,Stachys,
22655,Yosemite National Park,Stachys clingmanii,Clingman Hedge-Nettle,Vascular Plant,148,Stachys,
22656,Yosemite National Park,Stachys latidens,Broadtooth Hedgenettle,Vascular Plant,177,Stachys,
22657,Yosemite National Park,Stachys nuttallii,Hairy Hedge-Nettle,Vascular Plant,157,Stachys,
22658,Yosemite National Park,Stachys tenuifolia,Slender Betony,Vascular Plant,122,Stachys,
22659,Yosemite National Park,Stachys tenuifolia var. latidens,Rough Hedge-Nettle,Vascular Plant,145,Stachys,
22660,Yosemite National Park,Staphylea bolanderi,Sierra Bladdernut,Vascular Plant,158,Staphylea,
22661,Yosemite National Park,Staphylea trifolia,American Bladdernut,Vascular Plant,136,Staphylea,
22662,Yosemite National Park,Steerecleus serrulatus,Steerecleus Moss,Nonvascular Plant,156,Steerecleus,
22663,Yosemite National Park,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Bird,162,Stelgidopteryx,
22664,Yosemite National Park,Stellaria alsine,Chickweed,Vascular Plant,139,Stellaria,
22665,Yosemite National Park,Stellaria borealis ssp. sitchana,Sitka Starwort,Vascular Plant,160,Stellaria,
22666,Yosemite National Park,Stellaria calycantha,Northern Chickweed,Vascular Plant,146,Stellaria,
22667,Yosemite National Park,Stellaria corei,Core's Starwort,Vascular Plant,200,Stellaria,
22668,Yosemite National Park,Stellaria crassifolia,Fleshy Starwort,Vascular Plant,136,Stellaria,
22669,Yosemite National Park,Stellaria crispa,Crisp Starwort,Vascular Plant,140,Stellaria,
22670,Yosemite National Park,Stellaria graminea,Grasslike Starwort,Vascular Plant,152,Stellaria,
22671,Yosemite National Park,Stellaria longifolia,Longleaf Chickweed,Vascular Plant,269,Stellaria,
22672,Yosemite National Park,Stellaria longifolia,Longleaf Stitchwort,Vascular Plant,269,Stellaria,
22673,Yosemite National Park,Stellaria longipes var. longipes,Chickweed,Vascular Plant,173,Stellaria,
22674,Yosemite National Park,Stellaria media,Chickweed,Vascular Plant,288,Stellaria,
22675,Yosemite National Park,Stellaria media,Common Chickweed,Vascular Plant,288,Stellaria,
22676,Yosemite National Park,Stellaria nitens,Shiny Chickweed,Vascular Plant,159,Stellaria,
22677,Yosemite National Park,Stellaria obtusa,Rocky Mountain Chickweed,Vascular Plant,164,Stellaria,
22678,Yosemite National Park,Stellaria pubera,Giant Chickweed,Vascular Plant,152,Stellaria,
22679,Yosemite National Park,Stellaria umbellata,Umbellate Chickweed,Vascular Plant,123,Stellaria,
22680,Yosemite National Park,Stellula calliope,Calliope Hummingbird,Bird,127,Stellula,
22681,Yosemite National Park,Stenanthium gramineum,Eastern Featherbells,Vascular Plant,155,Stenanthium,
22682,Yosemite National Park,Stenotus acaulis,Stemless Goldenweed,Vascular Plant,158,Stenotus,
22683,Yosemite National Park,Stephanomeria lactucina,Creeping Wirelettuce,Vascular Plant,144,Stephanomeria,
22684,Yosemite National Park,Stephanomeria runcinata,Desert Wirelettuce,Vascular Plant,167,Stephanomeria,
22685,Yosemite National Park,Stephanomeria tenuifolia,Lesser Wirelettuce,Vascular Plant,168,Stephanomeria,
22686,Yosemite National Park,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,Vascular Plant,162,Stephanomeria,
22687,Yosemite National Park,Stercorarius parasiticus,Parasitic Jaeger,Bird,133,Stercorarius,
22688,Yosemite National Park,Sterna caspia,Caspian Tern,Bird,131,Sterna,
22689,Yosemite National Park,Sterna forsteri,Forster's Tern,Bird,175,Sterna,
22690,Yosemite National Park,Sterna fuscata,Sooty Tern,Bird,153,Sterna,
22691,Yosemite National Park,Sterna hirundo,Common Tern,Bird,143,Sterna,
22692,Yosemite National Park,Sterna paradisaea,Arctic Tern,Bird,149,Sterna,
22693,Yosemite National Park,Sternotherus minor peltifer,Stripeneck Musk Turtle,Reptile,161,Sternotherus,
22694,Yosemite National Park,Sternotherus odoratus,Common Musk Turtle,Reptile,160,Sternotherus,
22695,Yosemite National Park,Stewartia ovata,Mountain Camellia,Vascular Plant,155,Stewartia,
22696,Yosemite National Park,Stizostedion canadense,Sauger,Fish,163,Stizostedion,
22697,Yosemite National Park,Stizostedion vitreum,Walleye,Fish,152,Stizostedion,
22698,Yosemite National Park,Storeria dekayi dekayi,Northern Brown Snake,Reptile,121,Storeria,
22699,Yosemite National Park,Storeria dekayi wrightorum,Midland Brown Snake,Reptile,155,Storeria,
22700,Yosemite National Park,Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,Reptile,156,Storeria,
22701,Yosemite National Park,Streptanthus diversifolius,Variableleaf Jewelflower,Vascular Plant,123,Streptanthus,
22702,Yosemite National Park,Streptanthus tortuosus,Mountain Twistflower,Vascular Plant,161,Streptanthus,
22703,Yosemite National Park,Streptanthus tortuosus var. orbiculatus,Shieldplant,Vascular Plant,141,Streptanthus,
22704,Yosemite National Park,Streptanthus tortuosus var. tortuosus,Shieldplant,Vascular Plant,154,Streptanthus,
22705,Yosemite National Park,Streptopelia decaocto,Eurasian Collared Dove,Bird,457,Streptopelia,
22706,Yosemite National Park,Streptopelia decaocto,Eurasian Collared Dove,Bird,457,Streptopelia,
22707,Yosemite National Park,Streptopelia decaocto,Eurasian Collared-Dove,Bird,457,Streptopelia,
22708,Yosemite National Park,Streptopus amplexifolius,Clasping Twistedstalk,Vascular Plant,164,Streptopus,
22709,Yosemite National Park,Streptopus amplexifolius var. amplexifolius,American Twistedstalk,Vascular Plant,162,Streptopus,
22710,Yosemite National Park,Streptopus lanceolatus var. lanceolatus,Twistedstalk,Vascular Plant,184,Streptopus,
22711,Yosemite National Park,Streptopus lanceolatus var. roseus,Twistedstalk,Vascular Plant,175,Streptopus,
22712,Yosemite National Park,Streptopus roseus,Rose Twisted-Stalk,Vascular Plant,166,Streptopus,
22713,Yosemite National Park,Strix nebulosa,Great Gray Owl,Bird,277,Strix,
22714,Yosemite National Park,Strix nebulosa,Great Gray Owl,Bird,277,Strix,
22715,Yosemite National Park,Strix occidentalis,Spotted Owl,Bird,151,Strix,
22716,Yosemite National Park,Strix varia,Barred Owl,Bird,144,Strix,
22717,Yosemite National Park,Strophostyles helvula,Trailing Fuzzybean,Vascular Plant,184,Strophostyles,
22718,Yosemite National Park,Strophostyles umbellata,Pink Wild-Bean,Vascular Plant,144,Strophostyles,
22719,Yosemite National Park,Stuckenia filiformis ssp. alpinus,Fineleaf Pondweed,Vascular Plant,134,Stuckenia,
22720,Yosemite National Park,Stuckenia filiformis ssp. occidentalis,Slender Pondweed,Vascular Plant,153,Stuckenia,
22721,Yosemite National Park,Stuckenia vaginata,Sheathed Pondweed,Vascular Plant,144,Stuckenia,
22722,Yosemite National Park,Sturnella magna,Eastern Meadowlark,Bird,156,Sturnella,
22723,Yosemite National Park,Sturnella neglecta,Western Meadowlark,Bird,140,Sturnella,
22724,Yosemite National Park,Sturnus vulgaris,Common Starling,Bird,299,Sturnus,
22725,Yosemite National Park,Sturnus vulgaris,European Starling,Bird,299,Sturnus,
22726,Yosemite National Park,Stylophorum diphyllum,Celandine Poppy,Vascular Plant,135,Stylophorum,
22727,Yosemite National Park,Stylosanthes biflora,Pencil Flower,Vascular Plant,140,Stylosanthes,
22728,Yosemite National Park,Styrax grandifolius,Bigleaf Snowbell,Vascular Plant,125,Styrax,
22729,Yosemite National Park,Suaeda calceoliformis,Paiuteweed,Vascular Plant,136,Suaeda,
22730,Yosemite National Park,Subularia aquatica,American Awlwort,Vascular Plant,165,Subularia,
22731,Yosemite National Park,Subularia aquatica var. americana,American Awlwort,Vascular Plant,136,Subularia,
22732,Yosemite National Park,Sus scrofa,Feral Hog,Mammal,272,Sus,
22733,Yosemite National Park,Sus scrofa,Pig,Mammal,272,Sus,
22734,Yosemite National Park,Swertia perennis,Alpinebog Swertia,Vascular Plant,168,Swertia,
22735,Yosemite National Park,Sylvilagus audubonii,Desert Cottontail,Mammal,174,Sylvilagus,
22736,Yosemite National Park,Sylvilagus bachmani,Brush Rabbit,Mammal,147,Sylvilagus,
22737,Yosemite National Park,Sylvilagus floridanus,Eastern Cottontail,Mammal,164,Sylvilagus,
22738,Yosemite National Park,Sylvilagus nuttallii,Mountain Cottontail,Mammal,165,Sylvilagus,
22739,Yosemite National Park,Sylvilagus obscurus,Appalachian Cottontail,Mammal,113,Sylvilagus,
22740,Yosemite National Park,Sylvilagus transitionalis,New England Cottontail,Mammal,182,Sylvilagus,
22741,Yosemite National Park,Symphoricarpos albus var. laevigatus,Common Snowberry,Vascular Plant,123,Symphoricarpos,
22742,Yosemite National Park,Symphoricarpos mollis,Creeping Snowberry,Vascular Plant,112,Symphoricarpos,
22743,Yosemite National Park,Symphoricarpos occidentalis,Western Snowberry,Vascular Plant,141,Symphoricarpos,
22744,Yosemite National Park,Symphoricarpos orbiculatus,Coralberry,Vascular Plant,181,Symphoricarpos,
22745,Yosemite National Park,Symphoricarpos oreophilus var. utahensis,Utah Snowberry,Vascular Plant,129,Symphoricarpos,
22746,Yosemite National Park,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Vascular Plant,121,Symphoricarpos,
22747,Yosemite National Park,Symphyotrichum ascendens,Western Aster,Vascular Plant,155,Symphyotrichum,
22748,Yosemite National Park,Symphyotrichum boreale,Northern Bog Aster,Vascular Plant,139,Symphyotrichum,
22749,Yosemite National Park,Symphyotrichum campestre,Western Meadow Aster,Vascular Plant,160,Symphyotrichum,
22750,Yosemite National Park,Symphyotrichum ciliatum,Rayless Alkali Aster,Vascular Plant,190,Symphyotrichum,
22751,Yosemite National Park,Symphyotrichum concolor,Eastern Silver Aster,Vascular Plant,148,Symphyotrichum,
22752,Yosemite National Park,Symphyotrichum cordifolium,Common Blue Wood Aster,Vascular Plant,133,Symphyotrichum,
22753,Yosemite National Park,Symphyotrichum divaricatum,Southern Annual Saltmarsh Aster,Vascular Plant,156,Symphyotrichum,
22754,Yosemite National Park,Symphyotrichum dumosum var. dumosum,Rice Button Aster,Vascular Plant,151,Symphyotrichum,
22755,Yosemite National Park,Symphyotrichum eatonii,Eaton's Aster,Vascular Plant,159,Symphyotrichum,
22756,Yosemite National Park,Symphyotrichum falcatum var. commutatum,White Prairie Aster,Vascular Plant,142,Symphyotrichum,
22757,Yosemite National Park,Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,Vascular Plant,146,Symphyotrichum,
22758,Yosemite National Park,Symphyotrichum foliaceum var. canbyi,Canby's Aster,Vascular Plant,145,Symphyotrichum,
22759,Yosemite National Park,Symphyotrichum foliaceum var. parryi,Parry's Aster,Vascular Plant,175,Symphyotrichum,
22760,Yosemite National Park,Symphyotrichum frondosum,Short-Rayed Alkali Aster,Vascular Plant,139,Symphyotrichum,
22761,Yosemite National Park,Symphyotrichum laeve var. laeve,Smooth Blue Aster,Vascular Plant,112,Symphyotrichum,
22762,Yosemite National Park,Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,Vascular Plant,151,Symphyotrichum,
22763,Yosemite National Park,Symphyotrichum lateriflorum var. lateriflorum,Calico Aster,Vascular Plant,141,Symphyotrichum,
22764,Yosemite National Park,Symphyotrichum lowrieanum,Lowrie's Blue Wood Aster,Vascular Plant,186,Symphyotrichum,
22765,Yosemite National Park,Symphyotrichum novae-angliae,New England Aster,Vascular Plant,171,Symphyotrichum,
22766,Yosemite National Park,Symphyotrichum oblongifolium,Aromatic Aster,Vascular Plant,173,Symphyotrichum,
22767,Yosemite National Park,Symphyotrichum patens var. patens,Late Purple Aster,Vascular Plant,161,Symphyotrichum,
22768,Yosemite National Park,Symphyotrichum phlogifolium,Thinleaf Late Purple Aster,Vascular Plant,101,Symphyotrichum,
22769,Yosemite National Park,Symphyotrichum pilosum var. pilosum,Hairy White Oldfield Aster,Vascular Plant,158,Symphyotrichum,
22770,Yosemite National Park,Symphyotrichum prenanthoides,Crookedstem Aster,Vascular Plant,165,Symphyotrichum,
22771,Yosemite National Park,Symphyotrichum puniceum var. puniceum,Purplestem Aster,Vascular Plant,130,Symphyotrichum,
22772,Yosemite National Park,Symphyotrichum retroflexum,Rigid Whitetop Aster,Vascular Plant,163,Symphyotrichum,
22773,Yosemite National Park,Symphyotrichum shortii,Short's Aster,Vascular Plant,174,Symphyotrichum,
22774,Yosemite National Park,Symphyotrichum spathulatum,Western Mountain Aster,Vascular Plant,163,Symphyotrichum,
22775,Yosemite National Park,Symphyotrichum undulatum,Wavyleaf Aster,Vascular Plant,166,Symphyotrichum,
22776,Yosemite National Park,Symphyotrichum urophyllum,White Arrowleaf Aster,Vascular Plant,173,Symphyotrichum,
22777,Yosemite National Park,Symplocos tinctoria,Horse-Sugar,Vascular Plant,149,Symplocos,
22778,Yosemite National Park,Synandra hispidula,Gyandotte Beauty,Vascular Plant,168,Synandra,
22779,Yosemite National Park,Synaptomys cooperi,Southern Bog Lemming,Mammal,183,Synaptomys,
22780,Yosemite National Park,Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Mammal,189,Synaptomys,
22781,Yosemite National Park,Syringa vulgaris,Common Lilac,Vascular Plant,140,Syringa,
22782,Yosemite National Park,Tachycineta bicolor,Tree Swallow,Bird,125,Tachycineta,
22783,Yosemite National Park,Tachycineta thalassina,Violet-Green Swallow,Bird,148,Tachycineta,
22784,Yosemite National Park,Tadarida brasiliensis,Mexican Free-Tailed Bat,Mammal,177,Tadarida,
22785,Yosemite National Park,Taenidia integerrima,Yellow Pimpernel,Vascular Plant,170,Taenidia,
22786,Yosemite National Park,Tamarix chinensis,China Tamarisk,Vascular Plant,166,Tamarix,
22787,Yosemite National Park,Tamias alpinus,Alpine Chipmunk,Mammal,147,Tamias,
22788,Yosemite National Park,Tamias amoenus,Yellow-Pine Chipmunk,Mammal,152,Tamias,
22789,Yosemite National Park,Tamias merriami,Merriam's Chipmunk,Mammal,167,Tamias,
22790,Yosemite National Park,Tamias minimus,Least Chipmunk,Mammal,149,Tamias,
22791,Yosemite National Park,Tamias quadrimaculatus,Long-Eared Chipmunk,Mammal,168,Tamias,
22792,Yosemite National Park,Tamias senex,Allen's Chipmunk,Mammal,131,Tamias,
22793,Yosemite National Park,Tamias speciosus,Lodgepole Chipmunk,Mammal,146,Tamias,
22794,Yosemite National Park,Tamias striatus,Eastern Chipmunk,Mammal,148,Tamias,
22795,Yosemite National Park,Tamias umbrinus,Inyo Chipmunk,Mammal,340,Tamias,
22796,Yosemite National Park,Tamias umbrinus,Uinta Chipmunk,Mammal,340,Tamias,
22797,Yosemite National Park,Tamiasciurus douglasii,Chickaree,Mammal,186,Tamiasciurus,
